Cause-Effect	Cause	Effect	Test	Lag	Bootstrap:Mean1	AbsBootstrap:Mean1	Coef1	Bootstrap:Std1	Bootstrap:Freq1	Bootstrap:Mean2	AbsBootstrap:Mean2	Coef2	Bootstrap:Std2	Bootstrap:Freq2	Bootstrap:Mean	AbsBootstrap:Mean	Coef	Bootstrap:Std	Bootstrap:Freq
G7-G18	G7	G18	e	2	-0.008109115404438167	0.008109115404438167	1.0	0.032389970163528695	0.06	-0.016159743355655034	0.016159743355655034	2.0	0.05084241221128394	0.1	-0.016159743355655034	0.016159743355655034	2.0	0.05084241221128394	0.1
G99-G86	G99	G86	e	2						0.006524038330277819	0.006524038330277819	2.0	0.02053013626174863	0.1	0.006524038330277819	0.006524038330277819	2.0	0.02053013626174863	0.1
G48-G27	G48	G27	e	2	0.012656614215726655	0.012656614215726655	1.0	0.03872610619559147	0.1						0.012656614215726655	0.012656614215726655	1.0	0.03872610619559147	0.1
G47-G59	G47	G59	e	2	0.007116447275719707	0.007116447275719707	1.0	0.022486465605460602	0.1						0.007116447275719707	0.007116447275719707	1.0	0.022486465605460602	0.1
G75-G65	G75	G65	e	2	0.001203780096764718	0.001203780096764718	1.0	0.012037800967647174	0.01	0.013686369107159669	0.013686369107159669	2.0	0.042441400099810206	0.1	0.013686369107159669	0.013686369107159669	2.0	0.042441400099810206	0.1
G85-G80	G85	G80	e	2	-0.009679512968162178	0.009679512968162178	1.0	0.030970771680631	0.1						-0.009679512968162178	0.009679512968162178	1.0	0.030970771680631	0.1
G91-G82	G91	G82	e	2	0.005131644161188994	0.005131644161188994	1.0	0.016169873305680718	0.1						0.005131644161188994	0.005131644161188994	1.0	0.016169873305680718	0.1
G74-G84	G74	G84	e	2	0.007444658428985854	0.007444658428985854	1.0	0.023505675285205224	0.1						0.007444658428985854	0.007444658428985854	1.0	0.023505675285205224	0.1
G65-G81	G65	G81	e	2	-0.011146827002043882	0.011146827002043882	1.0	0.034839360249401596	0.1						-0.011146827002043882	0.011146827002043882	1.0	0.034839360249401596	0.1
G23-G25	G23	G25	e	2	0.00974024999276983	0.00974024999276983	1.0	0.030214164613054775	0.1						0.00974024999276983	0.00974024999276983	1.0	0.030214164613054775	0.1
G43-G42	G43	G42	e	2	-0.012826631049933482	0.012826631049933482	1.0	0.039551315807434775	0.1						-0.012826631049933482	0.012826631049933482	1.0	0.039551315807434775	0.1
G96-G49	G96	G49	e	2	-0.01069926628267591	0.01069926628267591	1.0	0.032897167191310465	0.1	-0.0010664735396621005	0.0010664735396621005	2.0	0.010664735396621007	0.01	-0.01069926628267591	0.01069926628267591	1.0	0.032897167191310465	0.1
G17-G39	G17	G39	e	2	-0.004397250862624173	0.004397250862624173	1.0	0.022125877426150947	0.04	-0.010533416689332923	0.010533416689332923	2.0	0.03248541202641087	0.1	-0.010533416689332923	0.010533416689332923	2.0	0.03248541202641087	0.1
G68-G36	G68	G36	e	2	-0.024130873941856514	0.024130873941856514	1.0	0.07343793826842403	0.1						-0.024130873941856514	0.024130873941856514	1.0	0.07343793826842403	0.1
G28-G43	G28	G43	e	2	0.018383190966056808	0.018383190966056808	1.0	0.05697313392512663	0.1						0.018383190966056808	0.018383190966056808	1.0	0.05697313392512663	0.1
G83-G9	G83	G9	e	2	-0.006609528284995745	0.006609528284995745	1.0	0.020467936980685345	0.1						-0.006609528284995745	0.006609528284995745	1.0	0.020467936980685345	0.1
G36-G34	G36	G34	e	2	0.008019271348714763	0.008019271348714763	1.0	0.024584103023203435	0.1	0.001263623397142988	0.001263623397142988	2.0	0.008898580522814174	0.02	0.008019271348714763	0.008019271348714763	1.0	0.024584103023203435	0.1
G43-G57	G43	G57	e	2	0.012754310456252712	0.012754310456252712	1.0	0.039105380788678465	0.1						0.012754310456252712	0.012754310456252712	1.0	0.039105380788678465	0.1
G90-G17	G90	G17	e	2	0.012190541954720314	0.012190541954720314	1.0	0.03790878885090417	0.1	0.005871819729697334	0.005871819729697334	2.0	0.02597666086573619	0.05	0.012190541954720314	0.012190541954720314	1.0	0.03790878885090417	0.1
G42-G53	G42	G53	e	2	-0.01180081754067197	0.01180081754067197	1.0	0.03612069412489282	0.1						-0.01180081754067197	0.01180081754067197	1.0	0.03612069412489282	0.1
G16-G49	G16	G49	e	2	0.01302037762010854	0.01302037762010854	1.0	0.040456879330941845	0.1	0.0015810176273688959	0.0015810176273688959	2.0	0.015810176273688952	0.01	0.01302037762010854	0.01302037762010854	1.0	0.040456879330941845	0.1
G70-G97	G70	G97	e	2	-0.006209334821257894	0.006209334821257894	1.0	0.0190994151874431	0.1	-0.00048044916377576225	0.00048044916377576225	2.0	0.004804491637757621	0.01	-0.006209334821257894	0.006209334821257894	1.0	0.0190994151874431	0.1
G83-G96	G83	G96	e	2	0.010146018093514973	0.010146018093514973	1.0	0.031000050430647783	0.1						0.010146018093514973	0.010146018093514973	1.0	0.031000050430647783	0.1
G92-G4	G92	G4	e	2	-0.012600439562205678	0.012600439562205678	1.0	0.038836564095557156	0.1	-0.0010285820604451943	0.0010285820604451943	2.0	0.01028582060445194	0.01	-0.012600439562205678	0.012600439562205678	1.0	0.038836564095557156	0.1
G27-G41	G27	G41	e	2	0.009351536567255951	0.009351536567255951	1.0	0.02876470100713177	0.1	0.004844778900681002	0.004844778900681002	2.0	0.019655311256188537	0.06	0.009351536567255951	0.009351536567255951	1.0	0.02876470100713177	0.1
G12-G98	G12	G98	e	2	0.00483340996522637	0.00483340996522637	1.0	0.02788328030880514	0.03	0.016183508809587844	0.016183508809587844	2.0	0.052859944542523185	0.09	0.016183508809587844	0.016183508809587844	2.0	0.052859944542523185	0.09
G91-G63	G91	G63	e	2	0.005996853462715376	0.005996853462715376	1.0	0.029628645639436985	0.04	0.011432470219007323	0.011432470219007323	2.0	0.037490647592587384	0.09	0.011432470219007323	0.011432470219007323	2.0	0.037490647592587384	0.09
G48-G69	G48	G69	e	2	0.005636886774080101	0.005636886774080101	1.0	0.027825664662105513	0.04	0.011847096977459205	0.011847096977459205	2.0	0.03833500665058195	0.09	0.011847096977459205	0.011847096977459205	2.0	0.03833500665058195	0.09
G76-G12	G76	G12	e	2	-0.0034447660680886963	0.0034447660680886963	1.0	0.015111663800687238	0.05	-0.00959349890233982	0.00959349890233982	2.0	0.031022079141584412	0.09	-0.00959349890233982	0.00959349890233982	2.0	0.031022079141584412	0.09
G69-G73	G69	G73	e	2	-0.006537442841027974	0.006537442841027974	1.0	0.02892142161311812	0.05	-0.01029394226298115	0.01029394226298115	2.0	0.03320015893107104	0.09	-0.01029394226298115	0.01029394226298115	2.0	0.03320015893107104	0.09
G65-G18	G65	G18	e	2	0.003859126611984515	0.003859126611984515	1.0	0.02242994863208641	0.03	0.01277143686382451	0.01277143686382451	2.0	0.041723217270975665	0.09	0.01277143686382451	0.01277143686382451	2.0	0.041723217270975665	0.09
G91-G100	G91	G100	e	2	-0.0043468523149611474	0.0043468523149611474	1.0	0.025091267644573742	0.03	-0.013299087209317417	0.013299087209317417	2.0	0.043547406113121336	0.09	-0.013299087209317417	0.013299087209317417	2.0	0.043547406113121336	0.09
G44-G68	G44	G68	e	2						-0.010786962585246597	0.010786962585246597	2.0	0.035209240536056424	0.09	-0.010786962585246597	0.010786962585246597	2.0	0.035209240536056424	0.09
G93-G19	G93	G19	e	2	-0.0003315051642159239	0.0003315051642159239	1.0	0.003315051642159239	0.01	-0.00534097616484952	0.00534097616484952	2.0	0.01758284371199276	0.09	-0.00534097616484952	0.00534097616484952	2.0	0.01758284371199276	0.09
G49-G81	G49	G81	e	2						0.009305010604196327	0.009305010604196327	2.0	0.030191831635949393	0.09	0.009305010604196327	0.009305010604196327	2.0	0.030191831635949393	0.09
G89-G73	G89	G73	e	2						-0.009737629203778431	0.009737629203778431	2.0	0.03148528602119236	0.09	-0.009737629203778431	0.009737629203778431	2.0	0.03148528602119236	0.09
G91-G81	G91	G81	e	2						-0.008667690636213204	0.008667690636213204	2.0	0.028598118351844285	0.09	-0.008667690636213204	0.008667690636213204	2.0	0.028598118351844285	0.09
G71-G33	G71	G33	e	2						0.004733256460294659	0.004733256460294659	2.0	0.015379449643297148	0.09	0.004733256460294659	0.004733256460294659	2.0	0.015379449643297148	0.09
G100-G93	G100	G93	e	2						0.013884050881300049	0.013884050881300049	2.0	0.04464811617165582	0.09	0.013884050881300049	0.013884050881300049	2.0	0.04464811617165582	0.09
G70-G61	G70	G61	e	2						-0.007510341680814493	0.007510341680814493	2.0	0.02443366008207983	0.09	-0.007510341680814493	0.007510341680814493	2.0	0.02443366008207983	0.09
G48-G61	G48	G61	e	2						0.00641030784627112	0.00641030784627112	2.0	0.02069032517596717	0.09	0.00641030784627112	0.00641030784627112	2.0	0.02069032517596717	0.09
G49-G63	G49	G63	e	2						-0.011294216038198126	0.011294216038198126	2.0	0.03701916524682222	0.09	-0.011294216038198126	0.011294216038198126	2.0	0.03701916524682222	0.09
G45-G35	G45	G35	e	2	-0.0017290012281059124	0.0017290012281059124	1.0	0.017290012281059124	0.01	-0.011277503106469182	0.011277503106469182	2.0	0.0362704522591694	0.09	-0.011277503106469182	0.011277503106469182	2.0	0.0362704522591694	0.09
G72-G97	G72	G97	e	2	-0.0004462155605755052	0.0004462155605755052	1.0	0.004462155605755053	0.01	-0.0048119789806984545	0.0048119789806984545	2.0	0.01565667674302356	0.09	-0.0048119789806984545	0.0048119789806984545	2.0	0.01565667674302356	0.09
G95-G67	G95	G67	e	2						-0.009109938248608366	0.009109938248608366	2.0	0.030046121062285453	0.09	-0.009109938248608366	0.009109938248608366	2.0	0.030046121062285453	0.09
G63-G75	G63	G75	e	2	0.001008699297980894	0.001008699297980894	1.0	0.010086992979808937	0.01	0.01148886333866405	0.01148886333866405	2.0	0.037220239916433716	0.09	0.01148886333866405	0.01148886333866405	2.0	0.037220239916433716	0.09
G53-G12	G53	G12	e	2						0.009172118932054652	0.009172118932054652	2.0	0.029561858315187074	0.09	0.009172118932054652	0.009172118932054652	2.0	0.029561858315187074	0.09
G64-G38	G64	G38	e	2						-0.004665631924096206	0.004665631924096206	2.0	0.015228326981585742	0.09	-0.004665631924096206	0.004665631924096206	2.0	0.015228326981585742	0.09
G5-G45	G5	G45	e	2	-0.0009403285754020455	0.0009403285754020455	1.0	0.009403285754020451	0.01	0.014530565729803793	0.014530565729803793	2.0	0.047498006635864454	0.09	0.014530565729803793	0.014530565729803793	2.0	0.047498006635864454	0.09
G27-G76	G27	G76	e	2						-0.015320415431756258	0.015320415431756258	2.0	0.04969242837832916	0.09	-0.015320415431756258	0.015320415431756258	2.0	0.04969242837832916	0.09
G27-G54	G27	G54	e	2						-0.005871029767077206	0.005871029767077206	2.0	0.01907818139283931	0.09	-0.005871029767077206	0.005871029767077206	2.0	0.01907818139283931	0.09
G99-G35	G99	G35	e	2						0.012534577019337603	0.012534577019337603	2.0	0.040444280393244526	0.09	0.012534577019337603	0.012534577019337603	2.0	0.040444280393244526	0.09
G89-G36	G89	G36	e	2						0.017465698899669944	0.017465698899669944	2.0	0.056992920967746115	0.09	0.017465698899669944	0.017465698899669944	2.0	0.056992920967746115	0.09
G100-G26	G100	G26	e	2						-0.012893894110213983	0.012893894110213983	2.0	0.04275764880978243	0.09	-0.012893894110213983	0.012893894110213983	2.0	0.04275764880978243	0.09
G100-G2	G100	G2	e	2	0.0011150711427536009	0.0011150711427536009	1.0	0.007850183966752711	0.02	0.0060014059362276835	0.0060014059362276835	2.0	0.01961901250867265	0.09	0.0060014059362276835	0.0060014059362276835	2.0	0.01961901250867265	0.09
G48-G33	G48	G33	e	2	-0.005683948115801952	0.005683948115801952	1.0	0.018626916764882387	0.09	-0.0018709046770876675	0.0018709046770876675	2.0	0.009436358137295356	0.04	-0.005683948115801952	0.005683948115801952	1.0	0.018626916764882387	0.09
G49-G90	G49	G90	e	2	0.013697489399212195	0.013697489399212195	1.0	0.04442108613899062	0.09						0.013697489399212195	0.013697489399212195	1.0	0.04442108613899062	0.09
G46-G84	G46	G84	e	2	-0.006220865990145462	0.006220865990145462	1.0	0.020499293166904145	0.09						-0.006220865990145462	0.006220865990145462	1.0	0.020499293166904145	0.09
G30-G2	G30	G2	e	2	-0.006317068937167483	0.006317068937167483	1.0	0.02079602213404448	0.09	-0.0006044021017007298	0.0006044021017007298	2.0	0.006044021017007297	0.01	-0.006317068937167483	0.006317068937167483	1.0	0.02079602213404448	0.09
G56-G36	G56	G36	e	2	0.019904691248244625	0.019904691248244625	1.0	0.06389042285903902	0.09						0.019904691248244625	0.019904691248244625	1.0	0.06389042285903902	0.09
G85-G67	G85	G67	e	2	0.009615415043019946	0.009615415043019946	1.0	0.031562783452337255	0.09						0.009615415043019946	0.009615415043019946	1.0	0.031562783452337255	0.09
G71-G65	G71	G65	e	2	0.009172926603633126	0.009172926603633126	1.0	0.03447864990751899	0.07	-0.011293932002824855	0.011293932002824855	2.0	0.03686250679458431	0.09	-0.011293932002824855	0.011293932002824855	2.0	0.03686250679458431	0.09
G65-G88	G65	G88	e	2	-0.007178567180431241	0.007178567180431241	1.0	0.0230838340834276	0.09	-0.0004666843758213998	0.0004666843758213998	2.0	0.004666843758213997	0.01	-0.007178567180431241	0.007178567180431241	1.0	0.0230838340834276	0.09
G5-G2	G5	G2	e	2	0.006876619432911646	0.006876619432911646	1.0	0.022316375375561203	0.09	0.0030754819555269255	0.0030754819555269255	2.0	0.01528268980450902	0.04	0.006876619432911646	0.006876619432911646	1.0	0.022316375375561203	0.09
G17-G27	G17	G27	e	2	0.012268902972695325	0.012268902972695325	1.0	0.03984453069074649	0.09	0.0011105842234804726	0.0011105842234804726	2.0	0.011105842234804724	0.01	0.012268902972695325	0.012268902972695325	1.0	0.03984453069074649	0.09
G77-G58	G77	G58	e	2	0.010126824165086867	0.010126824165086867	1.0	0.033140774893678754	0.09						0.010126824165086867	0.010126824165086867	1.0	0.033140774893678754	0.09
G3-G16	G3	G16	e	2	-0.010810769311830499	0.010810769311830499	1.0	0.036233121130594605	0.09						-0.010810769311830499	0.010810769311830499	1.0	0.036233121130594605	0.09
G23-G72	G23	G72	e	2	0.016102322854333013	0.016102322854333013	1.0	0.05274391464231873	0.09						0.016102322854333013	0.016102322854333013	1.0	0.05274391464231873	0.09
G46-G50	G46	G50	e	2	-0.005870780184135214	0.005870780184135214	1.0	0.018932916199669688	0.09	-0.007707523170538397	0.007707523170538397	2.0	0.024895600953694516	0.09	-0.007707523170538397	0.007707523170538397	2.0	0.024895600953694516	0.09
G27-G31	G27	G31	e	2	0.009798078961720576	0.009798078961720576	1.0	0.032768563408680146	0.09						0.009798078961720576	0.009798078961720576	1.0	0.032768563408680146	0.09
G41-G18	G41	G18	e	2	-0.012593054762103775	0.012593054762103775	1.0	0.04051290677233876	0.09						-0.012593054762103775	0.012593054762103775	1.0	0.04051290677233876	0.09
G65-G60	G65	G60	e	2	0.0083174686579035	0.0083174686579035	1.0	0.02690873481240524	0.09						0.0083174686579035	0.0083174686579035	1.0	0.02690873481240524	0.09
G5-G84	G5	G84	e	2	-0.0069770293326963054	0.0069770293326963054	1.0	0.02263581397753377	0.09	-0.0007539302458128466	0.0007539302458128466	2.0	0.007539302458128465	0.01	-0.0069770293326963054	0.0069770293326963054	1.0	0.02263581397753377	0.09
G23-G2	G23	G2	e	2	0.006232588806031763	0.006232588806031763	1.0	0.020346849219639484	0.09	0.0022807052040228733	0.0022807052040228733	2.0	0.013426817754996356	0.03	0.006232588806031763	0.006232588806031763	1.0	0.020346849219639484	0.09
G29-G5	G29	G5	e	2	-0.011829992977442734	0.011829992977442734	1.0	0.03904334366353844	0.09	0.00126279899555599	0.00126279899555599	2.0	0.012627989955559893	0.01	-0.011829992977442734	0.011829992977442734	1.0	0.03904334366353844	0.09
G98-G86	G98	G86	e	2	0.006507783582403797	0.006507783582403797	1.0	0.021459654449990897	0.09	0.003305242071601764	0.003305242071601764	2.0	0.013675869442609893	0.06	0.006507783582403797	0.006507783582403797	1.0	0.021459654449990897	0.09
G76-G66	G76	G66	e	2	0.010226667197685545	0.010226667197685545	1.0	0.03350738026079577	0.09	0.0009848274273341626	0.0009848274273341626	2.0	0.009848274273341624	0.01	0.010226667197685545	0.010226667197685545	1.0	0.03350738026079577	0.09
G26-G66	G26	G66	e	2	0.008072277122108262	0.008072277122108262	1.0	0.026160795483797156	0.09	0.0010664381779644243	0.0010664381779644243	2.0	0.01066438177964424	0.01	0.008072277122108262	0.008072277122108262	1.0	0.026160795483797156	0.09
G72-G25	G72	G25	e	2	0.008416871427746294	0.008416871427746294	1.0	0.02780547263944217	0.09	-0.0011299121264032386	0.0011299121264032386	2.0	0.011299121264032385	0.01	0.008416871427746294	0.008416871427746294	1.0	0.02780547263944217	0.09
G83-G76	G83	G76	e	2	0.01543171840496167	0.01543171840496167	1.0	0.049511921125556455	0.09						0.01543171840496167	0.01543171840496167	1.0	0.049511921125556455	0.09
G64-G98	G64	G98	e	2	-0.014787759944537182	0.014787759944537182	1.0	0.04792709078538351	0.09						-0.014787759944537182	0.014787759944537182	1.0	0.04792709078538351	0.09
G36-G50	G36	G50	e	2	-0.0066608141712948725	0.0066608141712948725	1.0	0.022016013274718835	0.09						-0.0066608141712948725	0.0066608141712948725	1.0	0.022016013274718835	0.09
G4-G53	G4	G53	e	2	-0.011319011172776016	0.011319011172776016	1.0	0.036712870155816354	0.09						-0.011319011172776016	0.011319011172776016	1.0	0.036712870155816354	0.09
G56-G1	G56	G1	e	2	0.009617085661217852	0.009617085661217852	1.0	0.030846678642941813	0.09						0.009617085661217852	0.009617085661217852	1.0	0.030846678642941813	0.09
G42-G3	G42	G3	e	2	-0.011237769162247209	0.011237769162247209	1.0	0.03623441529984227	0.09						-0.011237769162247209	0.011237769162247209	1.0	0.03623441529984227	0.09
G90-G56	G90	G56	e	2	0.012488486572449352	0.012488486572449352	1.0	0.04085657864944811	0.09						0.012488486572449352	0.012488486572449352	1.0	0.04085657864944811	0.09
G10-G12	G10	G12	e	2	0.008759591109965506	0.008759591109965506	1.0	0.028745293398870705	0.09	0.0034272102997307072	0.0034272102997307072	2.0	0.01993683232124567	0.03	0.008759591109965506	0.008759591109965506	1.0	0.028745293398870705	0.09
G4-G36	G4	G36	e	2	-0.024000058849482763	0.024000058849482763	1.0	0.07893766629580778	0.09	-0.003771874848565249	0.003771874848565249	2.0	0.02755436063879293	0.02	-0.024000058849482763	0.024000058849482763	1.0	0.07893766629580778	0.09
G51-G16	G51	G16	e	2	0.009205468722577218	0.009205468722577218	1.0	0.030208023451013397	0.09						0.009205468722577218	0.009205468722577218	1.0	0.030208023451013397	0.09
G63-G38	G63	G38	e	2	-0.0043695786428716585	0.0043695786428716585	1.0	0.014450127318613367	0.09	-0.00033292238097492764	0.00033292238097492764	2.0	0.0033292238097492764	0.01	-0.0043695786428716585	0.0043695786428716585	1.0	0.014450127318613367	0.09
G3-G50	G3	G50	e	2	0.0070543919212075435	0.0070543919212075435	1.0	0.023010195359869198	0.09						0.0070543919212075435	0.0070543919212075435	1.0	0.023010195359869198	0.09
G90-G33	G90	G33	e	2	-0.00065885838236361	0.00065885838236361	1.0	0.006588583823636097	0.01	-0.004266614194140523	0.004266614194140523	2.0	0.014900059326640198	0.08	-0.004266614194140523	0.004266614194140523	2.0	0.014900059326640198	0.08
G65-G66	G65	G66	e	2	0.009292969415773905	0.009292969415773905	1.0	0.032065582915596406	0.08						0.009292969415773905	0.009292969415773905	1.0	0.032065582915596406	0.08
G35-G65	G35	G65	e	2	0.0013506541935378574	0.0013506541935378574	1.0	0.013506541935378567	0.01	-0.01015806980615036	0.01015806980615036	2.0	0.03539830703794188	0.08	-0.01015806980615036	0.01015806980615036	2.0	0.03539830703794188	0.08
G1-G60	G1	G60	e	2	0.0010912689408861251	0.0010912689408861251	1.0	0.010912689408861255	0.01	0.006089311467410771	0.006089311467410771	2.0	0.02146692810341353	0.08	0.006089311467410771	0.006089311467410771	2.0	0.02146692810341353	0.08
G70-G36	G70	G36	e	2	0.0016245040508178787	0.0016245040508178787	1.0	0.01624504050817878	0.01	0.017843377799459097	0.017843377799459097	2.0	0.06199337188159721	0.08	0.017843377799459097	0.017843377799459097	2.0	0.06199337188159721	0.08
G69-G68	G69	G68	e	2	-0.0013862423119099883	0.0013862423119099883	1.0	0.01386242311909988	0.01	-0.009090566782155985	0.009090566782155985	2.0	0.031688746853257115	0.08	-0.009090566782155985	0.009090566782155985	2.0	0.031688746853257115	0.08
G30-G3	G30	G3	e	2	0.008690898960057546	0.008690898960057546	1.0	0.030943370111915294	0.08	0.001164760218991126	0.001164760218991126	2.0	0.01164760218991126	0.01	0.008690898960057546	0.008690898960057546	1.0	0.030943370111915294	0.08
G39-G94	G39	G94	e	2	0.010708366093176514	0.010708366093176514	1.0	0.03659117846263093	0.08						0.010708366093176514	0.010708366093176514	1.0	0.03659117846263093	0.08
G1-G97	G1	G97	e	2						0.005249210658663994	0.005249210658663994	2.0	0.01834912450850998	0.08	0.005249210658663994	0.005249210658663994	2.0	0.01834912450850998	0.08
G70-G16	G70	G16	e	2						0.009770743941131746	0.009770743941131746	2.0	0.033671356515665635	0.08	0.009770743941131746	0.009770743941131746	2.0	0.033671356515665635	0.08
G47-G35	G47	G35	e	2						0.01032884156926679	0.01032884156926679	2.0	0.03597214601367306	0.08	0.01032884156926679	0.01032884156926679	2.0	0.03597214601367306	0.08
G93-G63	G93	G63	e	2						0.011592287276129733	0.011592287276129733	2.0	0.04091855996375695	0.08	0.011592287276129733	0.011592287276129733	2.0	0.04091855996375695	0.08
G48-G92	G48	G92	e	2						0.007828926550099882	0.007828926550099882	2.0	0.027607209151815987	0.08	0.007828926550099882	0.007828926550099882	2.0	0.027607209151815987	0.08
G52-G60	G52	G60	e	2	0.007298406083165589	0.007298406083165589	1.0	0.02598734442645145	0.08						0.007298406083165589	0.007298406083165589	1.0	0.02598734442645145	0.08
G98-G75	G98	G75	e	2	-0.009570503497140436	0.009570503497140436	1.0	0.03326452030300287	0.08	0.0022389571741748783	0.0022389571741748783	2.0	0.015866333671730803	0.02	-0.009570503497140436	0.009570503497140436	1.0	0.03326452030300287	0.08
G42-G1	G42	G1	e	2	-0.0021736588546039702	0.0021736588546039702	1.0	0.015746851751360386	0.02	-0.009350516424794548	0.009350516424794548	2.0	0.03225276960358019	0.08	-0.009350516424794548	0.009350516424794548	2.0	0.03225276960358019	0.08
G72-G39	G72	G39	e	2	-0.009124514972205636	0.009124514972205636	1.0	0.032044549749383006	0.08	-0.005474230636246098	0.005474230636246098	2.0	0.022452379999091995	0.06	-0.009124514972205636	0.009124514972205636	1.0	0.032044549749383006	0.08
G72-G61	G72	G61	e	2	0.004867629503225875	0.004867629503225875	1.0	0.01681573956394516	0.08						0.004867629503225875	0.004867629503225875	1.0	0.01681573956394516	0.08
G72-G77	G72	G77	e	2	0.009275978735111953	0.009275978735111953	1.0	0.03182801477616242	0.08	0.0007847121775510078	0.0007847121775510078	2.0	0.007847121775510078	0.01	0.009275978735111953	0.009275978735111953	1.0	0.03182801477616242	0.08
G5-G56	G5	G56	e	2	0.01221646305833583	0.01221646305833583	1.0	0.04292984493510552	0.08						0.01221646305833583	0.01221646305833583	1.0	0.04292984493510552	0.08
G27-G42	G27	G42	e	2	0.009804337676698725	0.009804337676698725	1.0	0.03467786120210961	0.08						0.009804337676698725	0.009804337676698725	1.0	0.03467786120210961	0.08
G72-G89	G72	G89	e	2	0.012922606611012475	0.012922606611012475	1.0	0.04487715882045316	0.08	0.001222910477057523	0.001222910477057523	2.0	0.012229104770575228	0.01	0.012922606611012475	0.012922606611012475	1.0	0.04487715882045316	0.08
G58-G95	G58	G95	e	2	0.011526297667794914	0.011526297667794914	1.0	0.03979613082186131	0.08						0.011526297667794914	0.011526297667794914	1.0	0.03979613082186131	0.08
G10-G42	G10	G42	e	2	-0.01054659937880216	0.01054659937880216	1.0	0.036931165701515216	0.08						-0.01054659937880216	0.01054659937880216	1.0	0.036931165701515216	0.08
G9-G28	G9	G28	e	2	0.00938358727135446	0.00938358727135446	1.0	0.03234429632991582	0.08						0.00938358727135446	0.00938358727135446	1.0	0.03234429632991582	0.08
G29-G73	G29	G73	e	2	0.011424158602378399	0.011424158602378399	1.0	0.039400254936195665	0.08	0.00884030238334948	0.00884030238334948	2.0	0.032630309646961154	0.07	0.011424158602378399	0.011424158602378399	1.0	0.039400254936195665	0.08
G42-G36	G42	G36	e	2	0.01799475841446991	0.01799475841446991	1.0	0.06231382444282207	0.08	0.0014901709506314163	0.0014901709506314163	2.0	0.014901709506314155	0.01	0.01799475841446991	0.01799475841446991	1.0	0.06231382444282207	0.08
G57-G91	G57	G91	e	2	0.013241542102544126	0.013241542102544126	1.0	0.04588322446299824	0.08						0.013241542102544126	0.013241542102544126	1.0	0.04588322446299824	0.08
G31-G96	G31	G96	e	2	0.008545867923093682	0.008545867923093682	1.0	0.029484417920418365	0.08						0.008545867923093682	0.008545867923093682	1.0	0.029484417920418365	0.08
G95-G74	G95	G74	e	2	0.009786279468779949	0.009786279468779949	1.0	0.03366470997956904	0.08						0.009786279468779949	0.009786279468779949	1.0	0.03366470997956904	0.08
G51-G89	G51	G89	e	2	-0.012132384200159966	0.012132384200159966	1.0	0.041792071386446285	0.08						-0.012132384200159966	0.012132384200159966	1.0	0.041792071386446285	0.08
G40-G92	G40	G92	e	2	0.00725638737529905	0.00725638737529905	1.0	0.025393620264465993	0.08						0.00725638737529905	0.00725638737529905	1.0	0.025393620264465993	0.08
G85-G49	G85	G49	e	2	-0.010912347731683921	0.010912347731683921	1.0	0.039129851597249826	0.08						-0.010912347731683921	0.010912347731683921	1.0	0.039129851597249826	0.08
G100-G50	G100	G50	e	2	0.00688724516865604	0.00688724516865604	1.0	0.023833214398416763	0.08						0.00688724516865604	0.00688724516865604	1.0	0.023833214398416763	0.08
G55-G54	G55	G54	e	2	-0.006350128198328052	0.006350128198328052	1.0	0.02223395851167722	0.08						-0.006350128198328052	0.006350128198328052	1.0	0.02223395851167722	0.08
G81-G96	G81	G96	e	2	-0.008540806120935909	0.008540806120935909	1.0	0.029507986101034757	0.08	-0.005268641607629217	0.005268641607629217	2.0	0.027215044686704076	0.04	-0.008540806120935909	0.008540806120935909	1.0	0.029507986101034757	0.08
G51-G62	G51	G62	e	2	0.01070850494524744	0.01070850494524744	1.0	0.03768616323615567	0.08						0.01070850494524744	0.01070850494524744	1.0	0.03768616323615567	0.08
G36-G2	G36	G2	e	2	0.005695435907827817	0.005695435907827817	1.0	0.019825174224608118	0.08						0.005695435907827817	0.005695435907827817	1.0	0.019825174224608118	0.08
G72-G59	G72	G59	e	2	0.005070916762328178	0.005070916762328178	1.0	0.0175993875820923	0.08						0.005070916762328178	0.005070916762328178	1.0	0.0175993875820923	0.08
G44-G45	G44	G45	e	2	0.00978103407598054	0.00978103407598054	1.0	0.03517900432257696	0.08						0.00978103407598054	0.00978103407598054	1.0	0.03517900432257696	0.08
G36-G30	G36	G30	e	2	-0.008924104938781067	0.008924104938781067	1.0	0.030804051147220846	0.08	-0.008844757101933406	0.008844757101933406	2.0	0.03264319111425746	0.07	-0.008924104938781067	0.008924104938781067	1.0	0.030804051147220846	0.08
G16-G83	G16	G83	e	2	-0.01330208512158973	0.01330208512158973	1.0	0.04639267912560097	0.08						-0.01330208512158973	0.01330208512158973	1.0	0.04639267912560097	0.08
G100-G94	G100	G94	e	2	0.010098798008293839	0.010098798008293839	1.0	0.035232238205545455	0.08						0.010098798008293839	0.010098798008293839	1.0	0.035232238205545455	0.08
G54-G27	G54	G27	e	2	0.010966020576510792	0.010966020576510792	1.0	0.03852005212918371	0.08						0.010966020576510792	0.010966020576510792	1.0	0.03852005212918371	0.08
